text,label,new_label,confidence,annotation_note,needs_review,language_type,annotator,prev_label,label_original,source_id,aug_method,script,emoji_count
aomelig bhartEr dalalder al্LhR gjb pruk!!!,Religious,Political,,,False,,,Religious,Political,24897,"translit,codemix,informal",mixed,0
bড় dhonkabaj tara kapherder pk্she bড় aguয়an glabaj ar muslim nir্jatner birud্dhe tader mukhe thusi prano thake psh্chimader eknish্th dalal al্lahr dushmn ekhn shesh belaয় ese khub drd dekhano hch্chhe esb bhn্dami amra bujhi kothaয় gechhe aj jatisnggh oয়aisio kothaয় hin্du nir্jatit hle bhart kande khৃsh্tan hle amerika kande ihudi hle ijrail kande boud্dh hle chin kande muslman nir্jatit hle kon desh kande na miয়anmare rohing্gader p্rti br্br nir্jatn dekhe amader ki ektuo mn kandhe na ei kemn n,Geopolitical,Political,,,False,,,Geopolitical,Political,34584,"syn,translit,codemix,emoji",mixed,0
e Je dekhi sb PakIs্tANeR rajakAr। bHartIJ় RajaKaRerA kotAJ়??? are BlChhi bhArTiJ় rajakarera kotaj় 😏,Political,Political,,,False,,,Political,Political,111051,"syn,translit,informal,emoji",mixed,1
ei ch্janel ghure asun sb bhal bhal hujurer oয়aj bhn্der talikaয় deয়a। ei ch্janeler edmin ihudider dalal nas্tiker bach্chha 😡,Religious,Political,,,False,,,Religious,Political,109012,"syn,translit,codemix",mixed,1
bienpi cheয়arparsn begm khaleda jiয়ar tomar am্make mohaum্mad chodechhe blechhe shukrer bach্cha। 😂 💩,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,106139,emoji,mixed,2
JaamaTPn্thi MolBi ra sbkhane EmN dholai khaয়।SalA Ahle shয়tan moulbhI 🤡,Religious,Political,,,False,,,Religious,Political,103533,"translit,informal,emoji",mixed,1
You aRE bOkaCHOda 🥵... 😡,general,Political,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Political,109687,"syn,translit,codemix,informal,emoji",latn,2
kader dhner mAthA Chor kader ekta PHata keSh্t koi raj ranee ar koi ChoR bn্d paghLa KaDer begM jij়a mane bangLadEsh,Political,Political,,,False,,,Political,Political,15252,"translit,codemix,informal",mixed,0
ami rajakar ar you janoয়ar। 🙄,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,105895,"syn,translit,codemix,emoji",mixed,1
সালের যুদ্ধে বাংলাদেশ থেকে যেই শরনার্থী শিবির ভারতে চলে গেছিল তার হিন্দু ছিল তখন সেই সুযোগে বাংলাদেশের হিন্দু মহিলাদের ভারতে মন্দিরের পুরোহিত থেকে শূরু করে সকল সকল হিন্দু দাদা শিবসেনারা বাঙ্গালী হিন্দু মহিলাদের আশ্রয় দেওয়ার সুযোগে প্রতিনিয়ত rape করতো সালে সেই খবর প্রচার করে বিবিসি নিউজএর ইংলিশ সাংবাদিক জন রড তখন পঁচিশ হাজার হিন্দু নারি গর্ভবতী হয়ে যায় সেই অবৈধ সন্তান গুলোই আজ বাংলাদেশের হিন্দু মালউন যারা এইদেশে খাবে পরবে আর গান গাইবে ভারতের খেয়াল করে দেখবেন ওরা শুধুই বাংলাদ,Geopolitical,Political,,,False,,,Geopolitical,Political,7703,syn,mixed,0
khaaaleda jiয়a ke amra to chinii Na 💢,Personal,Political,Medium,v7.2: political cue override,False,,,Political,Political,107271,"translit,codemix,informal,emoji",mixed,1
পাঁচ বার দুর্নীতিতে বিশ্ব চ্যাম্পিয়ন বিম্পির দালাল পার্থ চোরের বেটা 😏,Political,Political,,,False,,,Political,Political,6782,"syn,codemix,emoji",bn,1
tuuui kয়Ta BhOt PaBi re bIENpi er sathe Na thakle । tr mt beaয়aDB nai paTh ।!!!,Political,Political,,,False,,,Political,Political,110702,"syn,translit,informal",mixed,0
ltiir PolA rajakaR naPAkis্tane jin্nah bachchader gush্ti mari Jয় bangla Jয় bng্gbn্dhu rAjakAr pakis্tan mur্dabad!!! 😏 😡,Political,Political,,,False,,,Political,Political,103032,"syn,codemix,emoji",mixed,2
"mahi bi chodhuri, e to dekHI puRai aoয়ami dalal ।?! 🥵 🙄",Political,Political,,,False,,,Political,Political,113348,"syn,translit,emoji",mixed,2
medhabee hleo jamaয়at-shibir srkari chakri pabe na : shajahan khan 🤣,Geopolitical,Political,,,False,,,Geopolitical,Political,114207,"codemix,emoji",mixed,1
raajakarer sn্tanra etai p্rman je al্la pakh take banchiয়e rakhben insha al্lah্r ।,Political,Political,,,False,,,Political,Political,2630,"translit,codemix",mixed,0
নির্বাচন বিহীন ভারতীয় দালালদের মদদে মন্তী হইছ তাদের জাতীদের সুরক্ষার জন্য আইন করা তো তোমাদের জন্য জরুরী হয়েপড়েছে অন্য দিকে পার্শ্ববর্তী দেশ মিয়ানমারে মুসলমান মাইরা ছাই কইরা ফালাইতেছে দেখারত নাই বলারও কেউ নাই হায়রে কপাল পোড়া মুসলিম জাতী 💩 💢,Geopolitical,Political,,,False,,,Geopolitical,Political,107873,"syn,codemix,emoji",bn,2
ভাই কুত্তালিগের দালালি ছারেন সত্তকে প্রকাশ করেন জাতির জনক হল জিয়াউর রহমান 💢,Political,Political,,,False,,,Political,Political,2345,"syn,codemix,emoji",bn,1
Naa bangladeshe ja KichhU hয় Sb kichhu jamat o shibirrai Kre। 😏,Political,Political,,,False,,,Political,Political,113664,"syn,translit,emoji",mixed,1
mamunul hk SAHEbkE rAjakaR blle thap্pr ditE ich্chHe kre 😂,Political,Political,,,False,,,Political,Political,7380,"syn,translit,informal,emoji",mixed,1
muslman rohing্ga deshe aslei toder chulkani shuru hয়ar et et oboidh bharteeয় deshe thake ete toder kon kichhu hয়naar kt dalali krbi?rohing্gara edeshe na asle jabe kothaয়?ekhn manbta nei?hin্duder belaয় drd uthle predalal sb,Geopolitical,Political,,,False,,,Geopolitical,Political,6489,"syn,translit,codemix",mixed,0
phaasIn dIchHe thik krchhe rajakarer bajlar MaTITe bechen thaka chLbe na... 😏,Political,Political,,,False,,,Political,Political,107964,"codemix,emoji",latn,1
rajakarer sn্tanra etai p্rman je al্la pakh take banchiয়e rakhben insha al্lah্r 😂,Political,Political,,,False,,,Political,Political,106389,"syn,emoji",mixed,1
shaala to magir dalal 🔥,general,Political,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Political,103709,"syn,translit,informal,emoji",latn,1
এটা আবার কোন রাজাকারের উদয় হলো তাও আবার ভারতের মতো রাজ্জে। ঠিক বুজলাম না। 💢,Political,Political,,,False,,,Political,Political,355,"codemix,emoji",bn,1
tuR mUkhe juta rajakarer bach্CHA।,Political,Political,,,False,,,Political,Political,108419,"syn,translit,informal",mixed,0
kader toke blchhi shon tui nije s্bikar krte chas aoj়ami lig bhitre dushit rk্t achhe tor nijer jn্mer thik nei nek্staim kon ktha blar age aoj়ami leegke nij়e blbi bienpike nij়e ebng jamat shibirke nij়e na 🔥,Political,Political,,,False,,,Political,Political,113047,"syn,translit,emoji",mixed,1
muudee ebng tar srkar hl beimaner bach্cha beiman tara hl mittha badi shaয়tan ihudeeihudeeder dalal,general,Political,Medium,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,104477,"syn,translit,codemix,emoji",mixed,0
#dalal #dlkana #JaPh্rIKbaL 😡 🥵,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,114012,"syn,translit,codemix,informal,emoji",mixed,2
ar nijer chk্raয় tek de।tor chor batpar e bhra। abar jamat shibir liয়a mrchh sala kukurer bAcH্chA ajkeo to ekjn MaRA GelO kut্talig er ki krst tader jn্j 🤬,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,107893,"codemix,emoji",mixed,1
eder ke rajakar upadhi deoয়a hk 🤬 💩,Political,Political,,,False,,,Political,Political,105524,"translit,codemix,emoji",mixed,2
shaaala bdmash magi dalal ptita lenta 🙄 🤡,general,Political,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Political,112314,"translit,emoji",latn,2
muukhe to Galagali chhad়a kichhu i nei amar kmen্ts ta ar ekbar pড়্ BAngLadEsh ke to manis্ NA jatIj় SNggeeT kris্ na ar lekhapd়a to banglAdeSh shik্sha b্jbs্tha য় kris্ ni rajakar kothakar,Political,Political,,,False,,,Political,Political,112861,"syn,translit,codemix,informal",mixed,0
khn্DkAr mOsharrPh er bk্tB্j Khubi lj্Ja jnk। ekhn bienpir upr g্rened mere edhrner kthA blle KEmn lagbe। 😠 🤬,Political,Political,,,False,,,Political,Political,106809,"syn,codemix,emoji",mixed,2
maAAhi Bi chodhuri e TO dekhi purai aoয়AMi DalaL,Political,Political,,,False,,,Political,Political,105623,"syn,translit,codemix,informal,emoji",mixed,0
PArphr্M kre ki shubhagt shubhashis nurul hasaN chan্s paise tahle naphij nAsiR al amIn To in্TarN্jAsHnaL Pr্jaj় o p্RiMiJ়aR lige bhal krechhe tAHle dler bahire ken tara bharter Dalal papn o nan্nu bhart tHEKe p্resk্ripshn ana hj় bAngladesH dl ghtn krar age Er mAjhE ul্lekh thake hin্du kOTa jN badh্jtamoolk chan্s dite hbe,Geopolitical,Political,,,False,,,Geopolitical,Political,6185,"syn,translit,codemix,informal,emoji",mixed,0
aaomilig er chrit্r khub bhal। tara khub chalak। tar bhoteo khub bhal churi krte pare। shalar p্rdhanmn্t্ri shekh hasina blil je bhot sun্dr hয়echhe। asle hয়echhe je sangbadik ra parlna bhot churi dekhate parlo na। karn jor jar bhot tar। bienpir pasher bhয়e tara sb asne bhot dite deয়ni ar sil merechhe। etai sthik ktha। mne na manle sb manushke nir bhয়e blte blben sb ktha paben। churi ei jamanaয় kruk al্lah taয়la sb dekhen। ami kon dl kri na। shudhu dekha ktha bli। karn aoয়amileeg o bienpi kn dli bhal na।,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,104637,"syn,translit,emoji",mixed,0
imran khan in্diয়a ke bans diয়e dibe in্diয়ar dalal ar kut্ta modi no chin্ta du purti ha ha ar jei jei in্diয়ar jars sn্tan bangladeshe achhe oi kut্ta gula ke age bangladesh theke lathi mere bar kre deoয়a uchit 💢,Religious,Political,,,False,,,Religious,Political,104474,"syn,codemix,emoji",mixed,1
oO্jAtni jenarel pdt্jag krle rAJakaRder pHasI DEbe ke,Political,Political,,,False,,,Political,Political,112676,"syn,translit,codemix,informal",mixed,0
tr CHeehara dekHLe i BojA jaয় je TuI kt bড় Bn্d shala magir dalali kr tui Kut্tar bacH্Cha।Ei kut্tar bach্CHARE ke daOয়at dil 😂,general,Political,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Political,105010,"syn,translit,codemix,informal,emoji",mixed,1
akashe ghure beড়ach্chhe rajakar nam diয়e jader ke ht্ja ba phasin deoয়a hয়echhe tader at্ja sutarng upreo jtilta baড়chhe 😡 😏,Personal,Political,Medium,v7.2: political cue override,False,,,Political,Political,104553,"syn,emoji",mixed,2
তোর চারা গাছের মায়েরে চুদি সুন্দরবনের পাশ ভোদার বিদুৎ নিয়ে দুরে সর মাগী ভারতের দালাল 🤬,Geopolitical,Political,,,False,,,Geopolitical,Political,5985,emoji,bn,1
chorer mar bড় gla। rajakarer meয়e kয় ki! ! 🤡,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,113159,"syn,translit,codemix",mixed,1
AAapnar khura juk্tita rajakarder Juk্tir mto mne hয় Ekat্TrE bHaRt jdi emn jUk্TI dit tahle keMn hto bhebechen ki 💩!!! 🤡,Geopolitical,Political,,,False,,,Geopolitical,Political,114226,"syn,translit,codemix,informal,emoji",mixed,2
jAAatir jnk beche thakle toder mt baincHO dEr sb lathi mere bhart pathato in্dira gAn্dheE sEnA phiriয়e neয়ni dekhe bng্gbb্dhu deshe esei oderke deshe jaoয়ar nir্desh diয়echhilo e sheKh saheB nijei pakis্tani giয়e Bhut্tor sAtHE kolakuli krEcHhIlO ekhn tOdER mt ejen্tra jaTir pitakeo RAjakar baniয়e phelbe 💩,Political,Political,,,False,,,Political,Political,6348,"syn,translit,informal,emoji",mixed,1
raajakar smabesh krte paren seta mn্d nয় apnarato rajakarder mn্t্ree banaichhen ekhn muk্tijod্dha smabesh kre muk্tijud্dhke opman chhaড়a ar kichhui nয়,Political,Political,,,False,,,Political,Political,103382,"syn,translit",mixed,0
aare AmaKeo rajakar ble kiN্tu amar sHUNte khubi bHalo lage kaRN ami jani br্tMan sb rAJaKAri bhalo BhD্r dhaR্Mik sHIK্sHit hয় tai nijeke gr্bit mNe kri amar mte sbari Ei rkm rajakar hoয়a uchit 💩,Political,Political,,,False,,,Political,Political,111018,emoji,mixed,1
jaamat ar paki jarj er bach্chara dislaik marchhe।,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,108321,"syn,translit,codemix,emoji",mixed,0
par্th salar put hlo hasinar bড় dalal  par্th ke bienpir jot theke bad deoয়a hk 🙄 🤣,Political,Political,,,False,,,Political,Political,113066,"syn,translit,emoji",mixed,2
mUUshpHiK emn ki kheloয়aড় hichhe je onake KiChHU BLa jabe na biSH্bE onar chaite oNEK bhalo kheloয়aড় achhe tader achrn to E rkm Na ar oi dalalgulor je bhab ore al্lah shala chamaR। 🤡,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,104512,"syn,translit,codemix,informal,emoji",mixed,1
P্rKৃt ghtna ar ki janar achhe JAtI SbI dekhchhe। shala midiয়ar bach্cha Dalali krle kin্T khBR achhe?! 🤡,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,107678,"syn,translit,codemix,informal,emoji",mixed,1
"are betA bhOKchod,tO tui 40 bchhr pr Ken BiChaRer jn্j utala hয়a gEChHOcHh,eR age tor chetNa tOr hoLer MDh্jE bn্di chhil?hAlAr po Hala dalal 🙄 🙄",general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,114296,"syn,emoji",mixed,2
BAl choudhuri eto ktha ble k্jan! srkarer dalal?!,Political,Political,,,False,,,Political,Political,108811,"syn,translit,codemix,informal,emoji",mixed,0
SheekH mujiber SoNar BaNgLadeShE birsh্resh্th ruhul aminer chhele pherioয়ala ar kukh্jat NURU RajAkaRer chhele p্RBhabshali mN্t্REe 🥵,Geopolitical,Political,,,False,,,Geopolitical,Political,104402,"translit,informal,emoji",mixed,1
RohINg্gADer sthik net্Rit্B deoয়ar jN্j ekjn netA Drkar je KiNA tader chaoয়a paoয়ar dabi gulo an্tr্jatik Mhle tule DhRte parbe। sal thekeito bangLadeSh ash্rয় p্rsh্rয় DIয়ECHHe tate labh ki hlo? brng tader jibntai shRnAr্ThEe shIbir namk ar ekta jel khanaয় bn্di hয়e gel।?! 🔥,Political,Political,,,False,,,Political,Political,109631,"syn,translit,emoji",mixed,1
IHUdIDer DaLal tORE juta diয়e shUbhech্cHha!!!,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,104102,"translit,informal,emoji",mixed,0
"maahi bi chodhuri, e to dekhi purai aoয়ami dalal ।",Political,Political,,,False,,,Political,Political,110313,translit,mixed,0
deshod্rohi jamati jud্dhapradhi o rajakarder bicharer dabeete muk্tchin্tar muk্tijud্dhpn্thi trunra toiree krechhe gnjagrnmny্ch । 🔥,Political,Political,,,False,,,Political,Political,106854,"syn,codemix,emoji",mixed,1
bhaart kheLte pare na dalali kre KhELe seta kI bhuLe Gechhe bangladesh,Geopolitical,Political,,,False,,,Geopolitical,Political,103190,"translit,codemix,informal,emoji",latn,0
rumen phArhana KHaNkI magi jARk obaয়dul kader mhan nETa kHalEda JIয়a khaN kir bach্chha jarok 🥵,Political,Political,,,False,,,Political,Political,113623,"syn,codemix,emoji",mixed,1
aaapnar chutiয়abaji o pa chata dalali likha pড়e amar angul dhukano chhaড়ai hড় hড় kre bmi kre dilam। aphsos ei bmita apnar kutsit mukhe pড়lona।,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,104465,"syn,translit,codemix",mixed,0
obaয়edul kaderer nish্pap stta diয়e khaledajiয়ar sathe tulna kre �� khaledajiয়a duibar e bhot churi kre k্shmtaয় esechhe shis্pap aoয়amilig kri krechhe �� chutiয়ar bach্cha gula। deshe ki manush naire?? pablik ke ki eti abal mne krs? pablik bujhe na kichhu?? 😏,general,Political,Medium,v7.2: political cue override,False,Bangla,ChatGPT (rules v6),Political,Political,107402,"syn,codemix,emoji",mixed,1
BhAai jti blis bhidio meয়eta kruK KingbA on্j koiu kruK bhidiota krar karne kintu chor drte perechhi। bhidio kE krEchhe na krechhe Ei gUlo Niয়e et MAthA b্jatha ken। dalali Na। ei kuoa je KhaRaP kaJeR sAthe jড়it eitato PManTO Hয়echhe। ke bhidiO banaichhe NA khoje take ki shas্ti deয়a jAয় seita nIয়e BhiDio banan। Se EKJN di si hয়E ei kaj KemnE kre। 🙄?! 🔥,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,102978,"syn,translit,informal,emoji",mixed,2
saidiR mt rAJaKar hte parleo jeebNta dhn্j hয়e JEt 🤡,Political,Political,,,False,,,Political,Political,105165,"syn,codemix,emoji",mixed,1
kiiiser sngbidhan amar SonAR sngbidhan ei aoয়ami hAয়nAr sNGBiDHAn ke mane ar KhALeda jiয়a jdi eibAr an্dolner dak na De ta hle banglar mAtite nari neta thakar drkar nei 🔥,Personal,Political,Medium,v7.2: political cue override,False,,,Political,Political,103770,"syn,translit,informal",mixed,1
duuhkh lage য়khn ekjn islami soinik hয়eo desher manusher kachhe rajakar  si si ghuna lage 🤡,Religious,Political,,,False,,,Religious,Political,107092,"syn,translit,codemix,emoji",mixed,1
mAAAgir BEtA tui o ki malur bir্Je jn্M naki KhANkI maGir dAlal। rajAkaRra chude kin্tu tore jn্m dICHHe ta hit tui jans nA। Tor BeIS্ja make JiJ্NyEs kris tOR jn্m kar chodaয়। Ar tui khankiR beta HiLI namar Oয়aN rajakar। KhaNKiR chhele shalir chAOয়aL,Personal,Political,High,Refined v7: explicit sexual/gender terms -> Gender-based,False,,,Gender-based,Political,109451,"syn,translit,codemix,informal,emoji",mixed,0
"unar chetnar phil্tare bhot chor, bhot dakat dhra pড়e na। chokh duita pachhaয় lagano। 😏",general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,103276,"translit,codemix",mixed,1
KAaUj়a sbar cHaIte deny্jar KhaLeDa jij়ake muk্ti dile ki toder agun j্ble???????????,Political,Political,,,False,,,Political,Political,104760,"syn,translit,codemix,informal,emoji",mixed,0
দুদিকের চাপে heরা কতইনা ভয় কাতরে বুকের ভিতর প্রান পাখিটা ধুক ধুক করছে heরা কি মানুষ নয়? মানুষ হিসেবে heদের কি কোনো অধিকার নেই? মানুষ হিসেবে মানুষের জন্য অন্য মানুষের he তো একটা দায়িত্ব বোধ থাকে । বাংলাদেশই বা এতো নিঠুর হলো কিভাবে? যেখানে শরণার্থী শিবির আছে সেখানে অস্থায়ী ভাবে তাদেরকে স্থান দেheয়া হheক 💢 💩,Political,Political,,,False,,,Political,Political,105956,"syn,codemix,emoji",mixed,2
ami bujhi na rOhing্gADer jN্J eDesHeR manusher et chel্la chil্li k্ja keu ble Rohing্gArA amader jati BHai keu ble jamati bhai keu ble bamati bhai kin্tu ami bli Rohing্gara amar chudir BhaI Je LoK nijer desher nir্jaTIT sanotalgosh্thee kingba sngkh্jalghuder jn্J p্rtibad nA kre Rohing্gADeR jn্j chil্la pal্la Kre se hiL RajakareR dudhbhai 😡,Political,Political,,,False,,,Political,Political,108544,"syn,translit,codemix,informal,emoji",mixed,1
tuui madarchod jud্der smয় pakis্tani hanadar bahinike manusher murgi churi kre khaoয়aichhis ar EkhN mUk্tijUd্dheR chetna cHuDas tui bড় rajakar tOr phasi hOয়A drkar।?! 🤬,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,111623,"syn,translit,codemix,emoji",mixed,1
aaoj়ami leeger kukur dalal jarj 🥵,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,13313,"syn,translit,informal,emoji",mixed,1
"rajakarer bach্chara sbsmয় nongra beয়adb hয়। karn eder bap dadara i emn chhilo.... 1971 sale bangladeshe 7 koti manush chhilo... tar p্raয় 1 koti bharte chle jaয়.. ar 6 kotir hয়to... 5-10% o muk্tijud্dh kreni... sbai je samna samni jud্dh krbe emn ta o na... japhr ikbal s্jar er baba muk্tijud্dhe shheed hয়echhe... tai edeshe onara i muk্ti jud্dh niয়e blar o lekhar ebng ar্dsh dharn krar odhikar beshi rakhe... tbe rajakar er jarj sn্tan gulo edeshe manush er ekta bd় ongsh ke dhr্meeয় o rajnoitik bhul b্jakha, o b্ren oয়ash kre rekhechhe... . . ""jkhn apnar kon kaje keu dosh khunjlo na, uphas krlo na, t্rl krlo na othba keu haslo na tahle bujhe niben apni emn bhalo kichhu krchhen na।"" kmen্t bk্s pড়e bujhte parlam likhata bhalo chhilo। dhn্jbad s্jar � 🥵",general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,29764,"translit,emoji",mixed,1
biiiIenpiR magirpolaড়a।khali।uitiibe।kuttarmto।gheugheu।kre?! 🤣,Political,Political,,,False,,,Political,Political,104983,"translit,informal,emoji",mixed,1
bAnglaDeSHeR sbchej়e Bd় rajakar aoj়ami Leeg...,Political,Political,,,False,,,Political,Political,102996,"translit,codemix",mixed,0
bHaaart sbdesher sheu।ar jara pAKIsTan bangLadESh bIroDItA kre tara rajakar।,Geopolitical,Political,,,False,,,Geopolitical,Political,107607,"syn,translit",latn,0
aarman bhai magir dalal,general,Political,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Political,107218,"syn,translit,codemix,emoji",latn,0
shaala rajakarer bach্cha ar magi 😡,Personal,Political,High,Refined v7: explicit sexual/gender terms -> Gender-based,False,,,Gender-based,Political,103851,"syn,translit,emoji",mixed,1
ruuumen pharhAnA khanKee magi jark obaয়dul kader mhan NeTa khaleda jiয়a kHaN kir baCh্chHa jarok,Political,Political,,,False,,,Political,Political,106116,"translit,codemix,informal,emoji",mixed,0
bangladesher rajakarra bhut lapha laphi krchhil papis্tan naki bhartke uড়iয়e debe  ekhn kothaয় achhe sei sb rajakar 🙄 🤣,Political,Political,,,False,,,Political,Political,110677,"translit,codemix,emoji",mixed,2
japhr ikbal hch্chhe ekta pachata dalaler nam। deshbasi ei dalaler bhuয়achetnar ktha ekhn ar bish্bas krena। sbai ei peijke anlaik kre ekta nirb p্rtibad krun। 😏 😏,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,111100,"translit,emoji",mixed,2
হালার পুতেরা মিন্নি খানকির দালাল 😂 😏,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,112799,"syn,codemix,emoji",bn,2
apnar mto bharter bejn্mder dalali krte ke blecHhE । abalchoda PAbliK apNar mt achhE eideshe onek ।bharTER bHiKharIra kiSer kHota dibe ora to bhikharir bach্cha ।ta bharter bhikharira eideshe kAchhe bhik্sha Chach্cHHE । dui pয়sa dIয়E dilEi to hয় । 😏,Geopolitical,Political,,,False,,,Geopolitical,Political,112975,"syn,translit,codemix,informal",mixed,1
"beeesh্jamagi Ar besh্ja mrddER kthagulo pড়e mne hch্ChHe ederke rajNOITIk dl ar dLEr netaRAয় mUkhe TuLE bhat khaOয়aয়E deয়! besh্japna ar dalALipna chhaড়en- desher ain KaNun ThiK krUn- jngner janmaler hephajt kiBhabe hbe setA bhabun- baler gnTN্t্r, rajniti, rajnoitik dl egulo THeKe beriয়e ese nij nIj peter bhater kTha chin্ta KRun! pleaSe edesher pUtki mara gechhe- jahan্name Jak desH Jahan্nAME jAK RAJnoitIKDl Apni Apnar kaj kam kren,priPar Prijn niয়e du-bela kheয়e pড়e banchen! 😡",gender,Political,,,False,,,Gender-based,Political,113697,"syn,translit,informal,emoji",mixed,1
"jeemn abrar ken tis্tar panir his্ja niয়e ktha blechhe eijn্j se shibir ,take mere phelte  hbe 🤣",Political,Political,,,False,,,Political,Political,3692,"syn,translit,emoji",mixed,1
jtu nas্tik dalal taut batpar chur dakat!! sb aoয়amilig। 😠,Political,Political,,,False,,,Political,Political,112680,"syn,translit,codemix,emoji",mixed,1
"shiibir rg kate ar ChhAT্rLeeg matha kate, puLish sei matha khunje beড়aয় 🙄 🥵",Geopolitical,Political,,,False,,,Geopolitical,Political,107588,"syn,codemix,emoji",mixed,2
e je dekhi sb pakis্taner rajakar। bharteej় rajakarera kotaj়??? are blchhi bhartij় rajakarera kotaj় 🔥,Political,Political,,,False,,,Political,Political,105126,"syn,codemix,emoji",mixed,1
mijanur rhman sahEb je blchhe rASul sA naki chhagler Chamড়a kHeয়eChHil eita uni kI BlcHhEN UT্tR dIn। apni hilen ArektI dAlal। mIjAnUr RHMan hichhe dijital Bhn্D bk্ta।,Religious,Political,,,False,,,Religious,Political,105275,"translit,codemix,informal",mixed,0
baap BetA miLe ntun dalalee shuru KrchhiLo 🤬,Political,Political,,,False,,,Political,Political,106178,"syn,translit,informal",latn,1
sheekh hasina rajakarer bch্cha tur boda patamu magi choid্da tor magibaj mjiber kande raikha pre jj় re dij়a tor boda chatamu ar tur kut্ta leeg ture chait্ta khaibo 🔥,Political,Political,,,False,,,Political,Political,113661,"translit,codemix,emoji",mixed,1
baanglar buke jt lig sb bharter dalal ar golam 💩,Geopolitical,Political,,,False,,,Geopolitical,Political,108159,"translit,codemix",latn,1
m্jadm khaleda jiয়a kono dino jitte parbena ebareo ShEKh hAsinar kachhe here bhoot hয়E jABE khaleda m্jadm Miliয়E neben 😂,Personal,Political,Medium,v7.2: political cue override,False,,,Political,Political,110705,"syn,translit,informal,emoji",mixed,1
OOo্jatNi jenarel pdT্jAg krle raJakARdeR phasi debe ke? 🙄 🙄,Political,Political,,,False,,,Political,Political,112064,"syn,codemix,emoji",mixed,2
ee halar put to onek kichhu shik্sha DIteChhe jt bd় j্nyanee hok Ar jt shik্sha Thakuk Jar kachhe islAmer elam nEi sE Kibhabe muslmaN HIsEbE daBi DE er kacHHe kon mane nei NAmAj nij়e sb smj় bibhin্n dhrner thEke ami ajke ekta bhidio dekhlam namaJ niJ়E galigalaj KrtechHe muslmaner daBi kre mukhe kon dad়i nei MnE kIchHU nei bdmAsH ekibhabe sun্ni hisebe dabi kre sb SMj় magibaji kre sb sMj় make nij়e pd়e tHakE sb smJ় md nij়e pd়e tHAkE AMi ajke dekhlam ekta laIbh bhIDiO dekhlam ami KhaNKIr pOlA khankir pola Md khej়e bibhin্n dhrner kan্d krtecHHE bltechhe mD khao magichoda khAnkIr pola tor bure jij়ar dis khAnKir pola ar kichhu pas nai madarchoder bacH্Cha diner khankir polaj় kj় dIneR BACh্cHaR egulo ripor্t krChhE kbe theke shuru 😏 🙄,general,Political,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Political,112829,"syn,translit,codemix,informal,emoji",mixed,2
ইন্ডিয়ার দালাল জুতা মারি ওদের কপালে 💢,Religious,Political,,,False,,,Religious,Political,24967,"syn,codemix,emoji",bn,1
aoয়amee dalal bangladesh cHlCh্chit্r?!,general,Political,High,Domestic political reference,False,Bangla,ChatGPT (rules v6),Political,Political,19665,"syn,translit,codemix,informal",mixed,0
aakashe ghure beড়ach্chhe rajakar nam diয়e jader ke ht্ja ba phasin deoয়a hয়echhe tader at্ja sutarng upreo jtilta baড়chhe 🤬,Personal,Political,Medium,v7.2: political cue override,False,,,Political,Political,107016,"translit,codemix,emoji",mixed,1
